historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,production_cost,procurement_source,safety_risk
356,1587,248.09,72.53,2.52,24,112.57,276.82,45.11,8894.63,InHouse,High
552,3363,413.53,74.56,4.15,5,119.55,40.2,46.43,6717.48,InHouse,Medium
324,354,728.45,52.6,4.86,4,82.47,275.73,48.57,4426.09,External,High
78,264,805.48,51.95,1.15,11,119.78,294.37,26.51,4843.54,External,Low
120,2913,181.14,94.96,4.58,30,53.13,60.2,24.61,2435.67,InHouse,Low
388,1082,555.64,81.38,2.63,11,85.46,78.72,8.7,1081.19,External,High
903,3119,810.1,86.98,2.12,16,77.61,27.17,25.79,9389.51,External,Low
52,171,231.05,64.18,3.84,7,77.47,266.47,36.33,2244.56,External,Medium
928,2264,466.85,53.69,2.21,17,60.22,13.73,12.78,4637.37,InHouse,Low
908,2816,873.94,77.6,2.03,22,106.14,26.27,42.14,7790.12,InHouse,High
71,3830,291.33,70.08,2.6,30,44.89,192.53,37.29,3406.53,InHouse,High
885,1963,606.73,90.66,3.11,30,110.99,170.48,25.4,5099.16,External,Low
399,919,538.28,73.9,1.51,14,115.32,113.58,44.34,1970.5,External,Low
721,1471,228.1,73.15,2.16,12,92.34,282.63,42.02,9548.38,InHouse,Low
290,1387,158.8,94.54,1.97,6,85.39,20.7,22.64,7933.54,External,Low
547,4382,904.63,52.59,2.5,21,55.27,89.87,33.09,2045.53,External,High
307,1100,600.58,99.7,3.64,8,47.37,267.7,19.16,4216.1,External,High
564,3926,158.77,58.19,2.45,25,27.52,129.78,36.86,8749.17,External,Low
283,1404,596.75,63.56,2.4,6,75.23,299.6,34.59,6747.85,External,High
879,2179,616.42,64.51,3.51,18,71.87,276.54,27.86,8816.4,InHouse,Low
296,3728,223.64,57.76,1.48,8,29.8,71.62,21.44,1734.05,External,Medium
788,297,209.18,55.37,4.9,6,72.92,133.55,30.0,7688.3,External,High
962,3515,899.42,67.07,4.47,14,97.3,166.5,41.74,1111.75,External,Medium
343,2741,656.81,58.17,2.5,4,58.76,295.23,27.57,7504.72,External,High
577,4875,164.72,87.88,4.88,7,66.72,78.36,47.05,6695.52,External,High
511,1688,718.76,69.74,1.3,6,88.84,148.18,33.58,9392.22,External,Medium
256,3658,103.44,79.77,1.11,26,33.05,34.78,37.73,4846.45,InHouse,Medium
749,2918,413.32,53.34,4.41,15,50.58,101.15,17.34,7320.54,External,High
964,3119,882.8,67.98,1.93,25,118.19,115.68,17.75,2800.04,External,Medium
375,2177,649.54,94.22,1.89,16,48.86,270.99,34.21,9816.85,InHouse,Medium
57,4427,212.46,77.83,2.82,3,116.18,257.37,19.93,8220.59,External,High
265,470,340.28,77.8,2.92,30,30.44,239.44,39.69,7959.73,External,Low
748,1872,462.39,96.56,4.23,6,74.59,31.14,12.89,6308.29,InHouse,Medium
321,273,601.84,50.81,1.7,28,92.2,112.31,6.58,4956.96,InHouse,High
804,188,974.03,70.17,1.37,10,73.15,135.89,15.76,5435.88,External,Low
640,1442,279.76,69.82,4.48,1,32.8,255.44,6.95,2691.7,External,Medium
684,1605,339.45,60.32,2.72,13,62.76,180.44,47.05,6862.28,InHouse,Medium
913,2906,279.67,67.42,4.71,12,84.6,248.66,42.63,9212.84,External,Low
907,947,233.73,83.59,2.17,12,35.45,232.89,34.0,5673.74,External,Medium
644,4323,328.98,77.07,2.02,3,73.24,267.56,30.31,3420.0,InHouse,Medium
860,147,984.63,69.88,3.37,10,79.32,129.22,17.39,1572.16,External,Low
153,1264,511.28,61.3,3.26,11,53.78,145.02,20.75,5937.11,External,Low
345,4862,418.55,79.47,1.1,11,33.15,94.66,43.28,6697.98,External,Low
150,136,933.37,71.28,3.6,4,92.59,127.63,35.85,3221.21,External,High
558,2494,690.98,55.32,1.18,21,97.22,295.92,25.19,4013.7,InHouse,Low
333,3289,573.93,61.5,2.22,2,110.4,227.71,35.7,5875.73,External,Low
277,4386,959.96,53.25,3.38,16,115.36,16.17,34.11,2218.76,External,Low
801,3379,286.86,92.29,4.11,28,46.6,122.11,23.61,7860.48,InHouse,Low
343,4019,141.16,81.42,2.0,17,116.52,123.76,38.32,1673.62,InHouse,Medium
936,2263,232.77,83.47,3.03,20,95.21,299.93,37.11,7323.12,InHouse,Low
867,2893,797.19,86.81,1.48,9,72.89,120.94,41.31,3283.56,InHouse,Low
904,4169,257.42,53.31,4.39,18,32.57,48.28,21.9,8665.36,External,High
963,1361,982.12,69.52,3.88,2,39.47,148.6,11.92,8310.9,InHouse,Low
387,391,727.67,68.38,4.28,17,65.36,275.19,7.86,4867.13,InHouse,High
629,2321,650.97,59.91,3.21,2,83.23,188.83,43.73,8926.49,External,Low
86,3251,410.91,55.13,1.96,16,80.53,74.87,17.89,8227.12,InHouse,High
259,1652,962.67,62.79,3.69,8,87.56,117.27,15.42,9796.81,External,High
957,4690,772.35,59.5,3.69,11,20.4,271.81,46.77,8372.96,InHouse,Medium
858,1944,554.04,84.97,3.75,29,52.16,74.98,46.15,2835.24,External,Medium
678,3603,117.43,52.1,3.87,13,26.07,118.74,27.12,6233.97,External,Medium
823,1366,181.99,67.37,2.88,7,65.97,88.45,12.82,7565.48,InHouse,Medium
726,519,652.68,80.19,3.76,4,73.14,37.88,6.46,1645.29,InHouse,High
482,559,352.6,71.79,3.03,11,42.46,234.62,12.18,2416.43,External,High
582,4446,957.49,83.74,2.64,7,84.75,212.91,12.77,6284.13,External,Medium
324,362,197.68,76.0,1.29,8,87.26,126.26,9.75,2460.26,InHouse,Low
970,659,790.62,93.05,4.32,29,24.86,245.51,18.07,9678.48,InHouse,Low
620,3124,546.77,62.53,4.94,23,38.54,123.62,31.31,1984.05,External,High
354,2083,188.85,85.08,2.75,11,114.54,266.83,41.57,7672.02,InHouse,Low
480,3724,410.67,70.24,3.87,18,119.99,194.72,39.22,6761.76,InHouse,Low
605,1502,918.39,70.8,3.55,27,56.15,14.38,22.06,7260.67,External,Low
302,385,124.35,74.17,3.99,19,92.89,42.65,24.29,9620.47,InHouse,Medium
414,2220,261.01,72.64,3.06,16,29.75,69.44,20.16,9241.96,InHouse,High
569,1848,600.66,66.27,3.14,22,115.25,113.68,47.77,4701.14,External,High
627,1004,150.17,81.8,4.58,27,33.44,146.95,21.47,6565.14,External,Medium
98,4630,956.58,81.11,3.47,24,38.43,76.16,37.58,7833.69,InHouse,High
240,980,724.43,81.84,2.46,23,103.07,21.48,6.16,1426.68,External,Medium
225,4014,980.77,89.01,1.02,30,72.47,120.54,30.7,8159.44,External,High
879,3507,830.45,88.77,2.96,3,70.61,256.73,9.29,3068.32,External,Low
335,3982,452.74,55.5,3.46,9,27.76,272.0,47.87,1456.08,InHouse,High
656,4821,463.7,62.94,2.9,4,24.16,160.98,34.99,8935.6,InHouse,High
982,1209,415.71,56.85,1.32,15,103.39,241.12,5.75,8803.72,External,High
213,3242,277.39,51.6,4.66,1,24.92,196.6,15.51,4648.67,External,Medium
670,2194,224.4,68.83,2.56,16,62.76,114.26,27.0,3119.43,InHouse,High
409,418,778.56,54.21,4.26,30,73.18,162.81,46.4,8336.47,External,High
594,1701,795.81,51.54,3.47,13,32.69,245.51,48.79,6412.94,InHouse,High
556,3365,771.26,55.03,4.54,1,46.12,150.48,8.02,9903.81,InHouse,Medium
410,3888,845.38,74.64,4.1,14,101.04,80.4,8.58,7599.08,External,High
849,2611,371.1,81.3,1.48,8,42.04,216.76,6.18,8373.67,External,High
210,1088,413.13,96.32,3.32,19,55.59,174.48,18.34,8019.66,InHouse,Low
149,1210,814.84,81.6,1.93,15,59.62,262.47,6.49,5010.36,External,Low
196,3183,198.5,68.7,2.94,23,99.12,291.71,9.07,9143.25,External,Low
534,1164,471.99,89.52,1.86,27,80.9,30.37,43.28,3246.6,InHouse,Low
694,2344,488.36,99.96,3.9,12,89.6,174.6,49.36,3561.1,External,Low
291,4603,452.47,90.82,2.56,7,45.58,37.14,7.72,1050.79,External,Medium
527,2881,805.81,89.04,3.71,10,96.06,82.71,26.89,6831.73,External,High
169,2242,249.59,81.45,1.74,1,108.09,131.06,47.08,7490.46,InHouse,Medium
515,2086,354.09,94.23,4.8,26,43.53,170.96,14.75,4427.12,External,Low
334,1263,699.8,84.08,1.65,2,104.39,195.86,16.82,7919.34,External,High
983,1551,634.69,56.23,4.76,28,21.64,62.9,21.4,6616.93,External,High
541,3654,350.27,50.14,4.28,17,50.8,88.89,16.44,7553.02,InHouse,High
888,1866,711.02,96.83,4.08,30,81.11,98.59,39.19,5227.16,InHouse,Medium
91,4136,300.1,92.61,4.39,2,24.78,160.42,36.21,5942.79,InHouse,Low
383,2757,348.96,53.12,1.67,14,78.98,22.92,38.68,9562.2,External,Low
200,4655,454.95,85.05,2.4,24,46.54,74.9,21.35,4600.44,External,High
85,763,167.42,96.56,3.51,23,94.32,69.27,33.47,1982.38,External,Low
249,198,279.36,55.12,4.12,30,84.87,153.13,42.81,9723.8,InHouse,High
397,3663,300.51,90.67,3.45,30,110.44,174.37,27.97,6797.64,External,Low
907,1461,895.86,98.13,3.45,3,102.56,154.87,7.38,6811.87,InHouse,High
689,4431,174.99,58.73,4.06,11,107.94,255.65,47.81,6036.22,InHouse,High
548,3639,502.98,53.17,2.77,27,51.73,141.58,41.34,3237.96,InHouse,High
246,1763,875.69,94.97,2.5,19,93.88,128.84,8.77,7864.66,InHouse,Medium
863,835,362.26,93.33,3.19,7,64.19,31.4,41.88,8707.37,InHouse,Low
871,2296,182.63,95.88,2.65,24,32.84,246.94,23.96,2136.09,InHouse,High
794,4891,512.14,86.24,4.39,25,92.09,239.31,41.16,1509.89,External,Low
118,4587,337.17,79.25,3.94,5,87.22,11.89,6.07,2233.8,External,Low
182,1829,852.1,54.7,3.66,5,32.73,30.88,45.58,4241.17,InHouse,Low
657,1774,239.46,67.94,2.72,25,91.44,221.47,27.72,8907.81,External,Medium
962,1901,696.26,96.56,1.33,24,50.64,242.51,22.08,8024.07,External,Medium
479,4500,968.46,86.6,3.37,8,30.25,47.96,27.85,7506.25,InHouse,Medium
79,1814,136.44,85.56,2.61,2,39.39,124.78,39.4,7928.23,External,High
766,809,476.12,64.79,4.66,3,76.17,222.32,7.55,8995.26,External,Low
484,2733,697.48,88.8,2.61,20,50.04,89.68,21.98,9940.44,InHouse,High
762,4253,957.47,87.19,2.38,20,102.94,272.89,16.35,4873.87,External,Medium
729,4005,398.22,50.99,2.26,25,39.07,67.18,31.1,2312.43,InHouse,High
163,1544,817.3,68.99,2.21,14,72.33,273.26,30.37,3194.88,External,Medium
286,4784,328.81,54.95,1.41,23,61.35,250.88,43.03,8287.74,External,Medium
909,2234,187.61,67.22,2.76,27,56.52,143.38,45.07,2532.14,InHouse,High
492,3496,589.11,57.38,1.21,29,29.36,43.0,44.11,2400.96,External,Medium
673,1953,661.74,62.06,4.57,7,55.2,233.53,36.46,7559.65,External,Low
259,569,878.46,55.49,1.81,5,83.15,206.78,20.71,1309.43,InHouse,High
434,3824,741.31,61.68,2.4,29,52.31,193.76,5.1,8447.17,InHouse,Medium
198,1725,881.59,50.11,3.78,28,67.58,250.66,24.49,1002.23,External,Medium
202,2405,391.31,64.4,1.61,27,32.0,60.53,16.41,9009.69,InHouse,Medium
129,4019,617.83,96.78,4.82,6,109.09,289.22,25.14,9663.84,External,High
250,1001,354.2,88.7,2.05,1,82.2,246.98,40.06,3075.26,InHouse,Medium
875,3134,968.52,91.92,1.58,19,78.06,79.8,25.59,1391.71,InHouse,Low
252,4324,454.97,53.57,3.06,27,96.48,282.13,40.23,2824.13,InHouse,Low
623,3304,279.36,86.59,3.25,8,108.37,87.13,11.01,6775.13,InHouse,High
88,1314,608.35,92.59,3.34,3,40.55,186.74,47.97,6295.16,InHouse,Low
285,1329,155.06,91.49,3.02,12,90.94,152.84,34.44,7760.85,External,Low
453,2452,926.57,93.61,1.42,22,63.07,216.02,7.1,3461.41,InHouse,Low
621,2644,228.07,80.78,4.25,28,49.55,282.86,31.84,4599.35,External,Low
415,1220,593.16,96.64,3.93,22,22.67,14.34,26.83,2933.79,External,High
803,2327,913.27,59.23,1.17,8,29.32,286.81,12.36,8548.68,External,High
729,1084,578.9,64.19,2.5,13,22.92,78.94,38.94,9143.73,InHouse,High
739,1058,962.24,99.22,3.65,3,56.92,27.43,16.92,5143.36,InHouse,Low
66,586,719.11,61.92,3.71,13,80.95,120.89,27.32,2673.17,External,Medium
801,1960,458.56,88.69,1.19,11,56.02,234.82,30.64,4567.41,InHouse,Low
196,198,230.35,98.58,1.1,14,105.14,162.06,45.79,1286.36,InHouse,Medium
278,3325,576.61,80.18,3.77,10,62.94,121.75,25.83,8741.98,External,Low
264,1336,840.33,95.54,2.33,13,113.89,195.67,6.5,8033.49,InHouse,High
758,4393,558.48,65.15,2.3,24,26.12,61.56,5.2,6490.13,External,High
692,1667,450.03,52.61,3.42,4,81.99,290.68,8.37,6756.78,External,High
322,2415,750.86,80.88,1.71,23,89.94,199.45,37.69,9906.22,External,High
328,2055,878.76,86.35,3.45,26,105.13,198.93,27.36,2922.67,External,High
364,2902,650.06,94.66,2.58,15,63.02,58.07,22.98,5570.57,External,Low
977,4265,458.29,66.19,4.27,6,21.72,234.19,9.81,8409.71,InHouse,Low
102,2766,699.67,96.48,4.42,30,27.4,73.53,10.61,2336.45,InHouse,Low
488,3336,391.46,63.36,2.62,28,93.46,297.66,44.61,6630.03,External,Medium
861,369,668.94,89.48,2.75,28,62.07,15.93,12.1,8282.02,External,High
243,276,177.08,50.5,3.05,4,107.38,106.63,29.27,1408.36,External,High
192,3399,293.6,75.2,2.01,21,103.0,227.85,16.5,8563.54,InHouse,Low
315,2435,580.47,95.26,3.61,8,44.68,257.76,9.04,4480.2,External,Medium
705,3317,832.18,90.96,3.68,5,82.16,69.61,47.38,9838.75,InHouse,Low
984,2795,249.16,60.73,1.33,19,33.13,140.0,45.0,2918.65,External,Medium
984,2338,907.26,92.94,2.8,3,48.24,15.19,38.53,5046.74,InHouse,Low
939,4026,971.34,83.0,3.43,6,94.37,272.14,9.49,8735.41,External,High
549,2190,314.09,79.99,3.23,5,33.16,184.55,7.04,8797.47,External,Low
742,4966,263.05,61.44,4.6,30,78.73,86.17,19.16,6027.74,External,Low
184,1917,252.66,78.55,4.47,17,95.47,98.83,37.93,7969.03,External,Medium
52,4010,453.36,71.93,3.25,11,70.6,36.28,22.52,9683.3,InHouse,Low
960,3848,405.17,76.0,2.48,8,113.03,188.87,29.36,8873.82,External,High
381,3470,360.3,86.1,3.75,10,57.4,296.68,37.86,8479.71,External,Medium
408,3808,832.64,59.7,1.53,8,83.26,132.12,20.56,4052.44,External,Low
893,1755,128.05,51.94,3.63,20,97.06,244.28,32.85,4688.95,External,High
879,1686,618.87,87.45,2.23,28,36.23,84.1,42.76,2094.17,InHouse,Medium
531,4155,231.75,68.02,4.72,20,78.98,268.66,42.07,8730.66,External,High
162,2381,614.08,90.39,3.59,6,100.24,62.99,35.9,3147.26,InHouse,High
78,2666,438.37,63.35,2.09,14,75.49,251.31,48.34,9102.55,External,Low
988,2714,872.97,57.52,1.76,9,97.96,69.15,31.62,8449.08,InHouse,High
791,1560,721.25,52.1,1.66,25,30.24,203.74,27.88,1391.89,InHouse,Low
747,4024,899.45,53.7,4.49,8,69.69,86.26,28.69,2913.25,InHouse,Medium
814,258,740.12,67.59,4.3,18,117.81,257.55,33.45,9114.99,External,Medium
743,782,842.69,87.41,2.37,1,50.9,138.77,49.19,7993.55,External,Medium
243,2036,398.16,58.4,1.58,26,32.47,13.66,38.63,9790.85,External,High
628,2598,324.77,79.8,1.47,14,119.63,138.77,6.89,9816.65,External,Medium
936,4595,189.21,60.9,3.72,8,104.58,110.1,14.59,8961.83,InHouse,Medium
599,3364,176.39,58.71,4.66,22,101.31,55.3,36.35,6021.04,InHouse,Medium
244,3028,320.33,64.11,4.93,26,45.59,125.87,40.69,5649.65,InHouse,Medium
739,260,740.62,60.55,1.37,23,96.61,261.02,36.36,3864.42,InHouse,High
681,109,699.88,71.03,1.68,25,114.14,96.5,45.39,9814.9,External,High
852,3127,909.74,63.95,1.79,26,49.42,90.83,24.15,4714.11,InHouse,High
815,570,649.7,89.43,2.24,1,111.71,130.14,14.89,6897.25,External,Low
620,3240,139.33,94.4,3.91,29,55.81,285.41,32.92,2420.62,InHouse,High
760,3375,562.9,55.89,2.81,17,93.02,69.53,31.89,9135.06,External,Medium
188,1951,160.3,93.21,3.43,17,98.45,117.4,39.43,7844.55,InHouse,Low
82,4572,594.68,73.01,2.03,2,112.46,228.5,11.59,2395.63,External,Low
513,3301,359.8,99.48,3.12,27,49.17,276.12,14.54,3853.14,External,Low
152,1293,345.12,72.45,1.11,9,34.67,142.95,21.16,8360.81,External,Low
873,2958,158.28,60.6,3.77,15,82.85,97.96,48.92,1854.88,InHouse,Low
626,4738,550.95,82.03,1.72,2,48.33,52.39,11.81,3941.73,InHouse,High
167,3671,135.86,59.24,4.39,5,97.14,219.65,40.53,3434.15,InHouse,Low
449,2024,288.32,99.86,1.5,2,70.35,27.03,36.96,4462.02,External,High
554,4500,439.62,66.7,1.97,28,90.47,122.85,16.32,9953.71,InHouse,Medium
862,2795,216.91,69.45,3.04,28,100.22,203.26,35.03,2794.91,External,High
162,4168,970.65,75.95,1.95,19,40.04,290.07,24.01,3416.53,External,Medium
278,2350,631.14,99.17,1.28,27,60.37,121.87,19.82,2840.0,External,Low
794,4483,949.29,89.87,1.18,16,70.27,52.07,14.03,2955.11,InHouse,High
747,3340,925.81,66.14,1.07,7,68.73,190.87,48.77,8295.53,InHouse,Medium
870,3617,641.38,88.06,1.13,20,83.12,197.26,10.24,7652.19,External,Medium
577,2314,401.02,60.62,3.21,24,97.71,144.97,34.04,1942.09,InHouse,Low
419,4321,425.94,79.53,4.61,13,92.77,23.49,9.18,2970.85,External,High
856,942,381.28,57.24,2.8,20,58.27,89.15,8.48,6336.2,External,Medium
119,3105,804.75,95.35,2.83,17,47.66,210.82,46.29,8877.96,InHouse,Medium
113,3908,348.14,76.33,2.99,19,103.79,177.94,41.92,2903.78,InHouse,High
288,3630,467.74,74.56,3.97,25,67.34,195.34,23.68,1929.06,External,Medium
172,3059,718.59,79.45,2.5,2,29.97,239.21,13.47,7376.86,External,Low
121,4182,423.28,93.52,2.67,25,30.14,92.85,21.7,8431.63,InHouse,Low
888,2292,896.12,67.65,2.28,11,34.49,111.71,22.62,9968.83,External,High
53,3661,464.04,54.85,3.86,4,110.26,185.17,10.87,8838.95,InHouse,Low
175,4175,834.31,85.03,2.17,5,35.69,286.4,49.76,4274.68,External,High
519,4337,699.95,88.28,4.41,7,77.72,208.61,42.88,3114.69,InHouse,Medium
939,1879,786.75,91.5,3.93,12,113.51,255.16,41.32,3149.23,External,Low
648,615,191.17,64.01,2.4,12,48.31,50.91,33.48,6891.51,External,High
816,2565,938.25,87.27,3.59,24,38.9,289.16,43.07,7654.08,External,High
289,367,747.39,66.62,3.69,23,114.43,136.39,44.87,3067.73,InHouse,Low
452,4982,118.17,97.63,4.14,3,89.65,195.96,17.17,2485.26,External,High
680,4556,170.06,69.44,5.0,20,56.28,200.9,9.43,6957.75,External,High
191,4632,206.55,71.13,4.84,16,97.35,54.85,9.73,9938.14,External,Medium
576,4456,565.87,69.37,4.82,18,57.25,170.28,7.79,1415.97,External,High
918,2438,462.17,96.93,2.44,8,26.16,190.39,43.09,5179.35,External,Medium
350,631,235.11,58.46,3.35,30,33.15,54.48,13.56,2085.44,InHouse,High
82,2703,912.88,69.13,1.6,13,36.89,29.14,44.11,4323.04,InHouse,Low
71,3824,886.47,68.33,5.0,14,98.63,143.57,30.13,7885.2,External,High
814,2886,808.14,65.82,4.58,1,20.35,243.76,28.71,7726.09,InHouse,Low
330,3997,792.71,71.92,4.47,13,43.12,293.62,27.31,3862.43,External,Low
819,354,647.19,66.35,2.23,15,44.61,98.11,36.55,3902.67,InHouse,Medium
466,3298,477.18,88.28,1.96,28,58.27,255.45,21.27,1451.04,InHouse,Low
85,4531,353.66,92.58,3.45,30,67.87,94.11,12.0,1514.34,External,Low
657,3648,121.86,97.1,3.31,23,73.42,89.82,38.14,3764.42,InHouse,Medium
107,4588,370.87,53.76,4.96,7,117.1,227.41,7.28,8485.78,External,High
233,2468,470.26,77.31,2.3,1,94.24,203.22,27.01,8066.22,InHouse,High
637,657,816.15,77.52,1.4,19,32.21,238.28,8.27,4252.74,External,Low
466,3192,567.95,71.21,4.09,8,106.76,36.66,43.28,1898.46,InHouse,Medium
204,850,119.12,59.93,3.15,24,78.74,42.21,43.18,7811.67,InHouse,Medium
860,160,137.91,84.9,1.84,10,100.87,100.63,33.28,5479.22,InHouse,Medium
792,2048,818.2,93.47,3.44,7,34.34,299.39,47.47,4882.64,InHouse,High
690,1597,470.56,51.01,1.89,27,53.13,49.97,24.6,8118.93,InHouse,High
231,1744,829.35,58.72,3.13,15,51.09,105.33,16.57,1859.39,InHouse,Low
867,4555,187.04,92.49,4.28,16,76.79,238.69,20.81,6676.75,InHouse,Low
262,3016,309.55,60.57,4.42,9,104.79,261.35,15.02,1750.68,External,Medium
223,4594,404.48,63.18,3.02,12,108.06,158.52,5.32,5402.86,External,Low
488,4187,961.38,80.03,1.97,5,102.69,85.14,23.43,7533.85,External,Low
469,176,388.41,70.82,2.12,26,33.52,295.05,28.34,6022.02,InHouse,Low
161,1337,215.89,82.25,1.51,4,57.48,149.52,23.76,3499.98,External,High
183,4314,454.36,73.42,3.52,11,63.01,162.9,46.9,8009.54,External,High
660,4407,503.09,91.21,1.92,8,28.56,37.68,36.93,5244.07,InHouse,Medium
940,782,251.97,78.25,2.84,30,41.48,173.65,19.9,2117.46,External,Medium
634,4093,838.02,71.75,3.51,21,34.01,223.25,24.63,3560.3,External,High
851,4305,531.92,67.5,3.95,6,39.14,103.76,6.52,5119.74,InHouse,High
231,471,374.99,81.34,1.57,16,66.34,91.08,15.25,8163.88,External,Medium
869,2441,911.07,90.62,4.19,30,108.3,12.88,20.97,8046.89,InHouse,Low
878,1670,884.88,56.6,4.25,8,77.94,50.58,30.34,8195.42,InHouse,Medium
824,2775,308.45,90.01,4.97,5,94.23,63.22,6.98,9388.54,External,Medium
449,2335,813.24,55.86,4.06,13,63.45,158.29,46.73,2572.68,External,Low
886,2699,718.96,92.53,2.9,8,28.15,65.65,25.39,9677.62,InHouse,Medium
838,2558,742.75,76.91,1.89,10,62.53,196.95,20.81,2426.86,InHouse,High
399,2376,266.81,53.35,2.0,29,76.54,50.34,6.99,6428.31,InHouse,Low
261,755,579.95,77.5,3.22,8,56.65,268.96,46.98,7317.46,InHouse,Medium
367,3898,276.65,53.01,1.68,11,91.52,262.48,26.58,8232.1,InHouse,High
647,2858,106.62,94.65,1.97,25,38.41,171.24,18.34,4806.25,External,Low
920,4197,440.27,90.59,3.19,23,106.91,71.16,38.42,8886.88,External,Medium
57,4110,424.14,51.26,4.75,6,111.24,214.32,27.4,2688.12,External,Low
751,4220,114.08,50.8,4.27,12,47.2,272.96,37.52,2112.47,InHouse,Medium
174,4772,459.49,69.82,4.75,21,37.61,197.53,33.03,1406.56,InHouse,Low
881,4894,242.85,51.76,1.81,8,113.75,151.13,11.09,3706.82,External,Medium
993,309,329.82,72.83,1.14,2,119.38,126.99,22.84,3597.36,External,Low
724,165,301.12,94.85,2.69,7,113.93,254.67,15.08,2796.0,External,Low
412,2622,414.28,95.0,3.78,4,65.62,167.19,11.4,7887.49,External,Medium
996,1733,609.99,69.37,1.57,24,119.7,49.9,23.5,1436.9,InHouse,High
680,4294,196.49,86.65,2.41,21,101.97,219.87,6.02,4898.07,InHouse,Medium
899,1407,457.49,89.09,1.16,23,37.51,12.55,44.93,1589.72,InHouse,Medium
832,3089,688.31,71.56,1.52,22,20.38,13.86,6.81,2243.84,InHouse,Medium
826,2085,611.68,84.57,2.5,17,24.91,233.85,45.89,1879.97,InHouse,Medium
358,3649,143.98,69.39,3.96,10,110.72,169.73,24.65,6129.45,External,High
815,504,559.42,53.96,4.04,18,54.33,193.0,10.95,1249.47,InHouse,High
553,2292,398.3,65.52,4.46,15,108.0,162.66,6.24,1504.88,External,Medium
508,2722,148.43,76.95,4.24,27,25.43,119.82,24.11,2129.69,InHouse,Medium
822,2282,365.64,57.03,2.14,29,111.34,230.66,34.28,5401.56,InHouse,Medium
157,173,375.15,84.07,2.95,11,111.22,72.36,6.67,9392.3,External,High
733,3484,759.66,56.48,2.66,4,117.04,16.19,14.64,6272.88,InHouse,Medium
177,3707,508.94,58.77,4.94,8,74.94,47.94,13.55,4660.27,External,Medium
894,1738,894.54,63.5,4.51,17,84.35,90.27,45.25,8371.85,InHouse,High
943,3031,573.93,89.76,2.38,5,42.31,81.31,25.96,4156.64,External,Low
215,675,160.43,72.2,3.55,20,71.33,46.14,7.88,9523.9,External,Medium
875,768,800.73,57.24,3.17,7,95.19,81.27,16.09,3993.88,InHouse,High
622,159,567.22,81.07,4.8,18,44.74,271.85,6.25,4575.94,External,High
304,3021,652.26,50.68,2.93,16,30.01,178.03,20.07,1112.43,External,Medium
538,4012,711.34,88.57,3.38,28,79.68,138.96,20.06,5191.83,InHouse,Low
812,4713,996.15,97.09,3.29,3,114.14,217.76,5.94,7892.89,InHouse,Low
799,3100,990.03,92.11,1.17,16,91.96,256.87,39.36,4672.85,InHouse,Medium
161,2350,821.04,59.25,1.13,13,68.11,152.53,33.31,8275.72,InHouse,Low
814,1675,854.12,98.99,2.9,6,98.56,76.85,18.17,3987.61,InHouse,High
356,4563,330.68,85.28,3.8,5,80.57,265.65,15.0,2338.36,InHouse,Medium
806,4420,350.52,85.35,1.17,11,108.46,80.51,19.37,3209.95,InHouse,Medium
326,1160,360.65,75.27,1.59,21,29.32,244.08,12.77,5979.54,InHouse,Low
315,4955,396.92,68.25,2.57,4,47.15,177.93,24.6,8830.7,External,High
771,2385,687.57,95.68,1.07,26,85.83,81.01,26.54,1399.88,External,Medium
793,276,344.04,73.22,1.98,26,75.7,50.34,19.91,2052.32,External,High
119,2730,747.27,99.15,1.88,19,75.12,128.88,21.45,1969.25,External,Low
630,4843,451.81,87.8,3.54,1,119.94,225.06,42.64,5565.58,External,Low
161,2558,237.24,71.6,4.43,10,89.99,39.21,48.86,8934.52,InHouse,High
257,1469,894.39,94.03,4.92,13,52.89,62.42,42.27,5603.42,InHouse,Low
384,3562,807.38,71.95,4.73,26,82.42,228.33,15.52,6829.33,External,Medium
593,3693,952.27,83.51,2.18,10,102.56,262.15,27.46,5090.78,InHouse,High
76,3510,973.74,60.14,1.47,20,71.97,187.09,38.02,6687.29,External,High
636,3024,988.86,88.49,2.59,26,31.66,199.12,45.38,6329.68,External,High
73,4269,630.05,93.7,4.37,2,52.39,175.46,45.2,6718.82,External,Low
291,4833,133.97,96.41,1.1,11,77.66,116.29,12.48,9822.72,InHouse,High
755,4893,314.43,85.66,1.0,2,39.63,224.38,38.45,9102.31,InHouse,Medium
729,4709,733.97,80.54,1.45,9,43.69,104.98,42.6,3479.35,External,Low
932,3234,997.47,58.6,4.71,11,52.8,76.4,36.23,7121.0,External,High
583,1815,421.56,89.65,3.27,9,86.16,270.46,47.78,6845.78,External,Low
310,1176,932.57,51.19,2.01,30,25.55,133.21,31.19,5938.73,InHouse,High
152,1764,750.58,82.76,1.97,7,110.42,22.1,15.64,1947.23,External,High
196,3268,117.22,72.9,2.3,25,71.51,48.72,41.7,2383.3,InHouse,Low
76,930,259.79,59.8,4.13,28,59.64,217.14,38.62,4364.26,External,Medium
230,4368,199.42,83.61,1.91,17,25.43,236.87,17.31,4713.76,InHouse,Medium
315,3573,707.83,60.39,2.79,13,61.13,61.72,17.69,6802.1,External,High
628,694,128.75,61.19,4.15,3,94.08,116.81,36.58,9718.84,External,High
